CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
1481,Mississippi,Tate,0.5922,0.3958,0.0076,0.0044,5148,3441,66,19,4,10,0,0,0,5,0,0,0,0,0,0,0
1482,Mississippi,Tippah,0.6404,0.3461,0.0071,0.0064,5381,2908,60,22,10,12,0,4,0,6,0,0,0,0,0,0,0
1483,Mississippi,Tishomingo,0.5895,0.3929,0.0092,0.0084,4122,2747,64,35,15,4,0,1,0,4,0,0,0,0,0,0,0
1484,Mississippi,Tunica,0.3347,0.6505,0.0038,0.011,792,1539,9,4,10,2,0,2,0,8,0,0,0,0,0,0,0
1485,Mississippi,Union,0.6537,0.3323,0.0074,0.0066,6087,3094,69,30,8,12,0,4,0,7,0,0,0,0,0,0,0
1486,Mississippi,Walthall,0.5897,0.3997,0.0051,0.0056,3476,2356,30,13,9,7,0,4,0,0,0,0,0,0,0,0,0
1487,Mississippi,Warren,0.5849,0.4019,0.0093,0.0039,10892,7485,173,22,32,11,0,6,0,2,0,0,0,0,0,0,0
1488,Mississippi,Washington,0.402,0.5677,0.0038,0.0265,7367,10405,70,61,306,57,0,29,0,33,0,0,0,0,0,0,0
1489,Mississippi,Wayne,0.6016,0.3869,0.0055,0.0061,4635,2981,42,31,6,6,0,2,0,2,0,0,0,0,0,0,0
1490,Mississippi,Webster,0.6752,0.3138,0.0053,0.0057,3069,1426,24,10,5,6,0,2,0,3,0,0,0,0,0,0,0
1491,Mississippi,Wilkinson,0.3472,0.6225,0.0078,0.0224,1423,2551,32,32,3,15,0,5,0,37,0,0,0,0,0,0,0
1492,Mississippi,Winston,0.5551,0.4388,0.0024,0.0037,4645,3672,20,14,3,11,0,1,0,2,0,0,0,0,0,0,0
1493,Mississippi,YaloBusha,0.4725,0.5115,0.0098,0.0063,2470,2674,51,22,5,2,0,1,0,3,0,0,0,0,0,0,0
1494,Mississippi,Yazoo,0.4996,0.4752,0.0048,0.0204,5254,4997,50,31,48,90,0,22,0,24,0,0,0,0,0,0,0
1495,Missouri,Adair,0.5734,0.3886,0.0285,0.0095,6050,4101,301,31,53,13,0,3,0,0,0,0,0,0,0,0,0
1496,Missouri,Andrew,0.5852,0.3842,0.0176,0.0129,4257,2795,128,54,31,3,0,6,0,0,0,0,0,0,0,0,0
1497,Missouri,Atchison,0.6263,0.3528,0.0122,0.0087,1798,1013,35,16,7,2,0,0,0,0,0,0,0,0,0,0,0
1498,Missouri,Audrain,0.5264,0.4558,0.0113,0.0065,5256,4551,113,42,10,8,0,5,0,0,0,0,0,0,0,0,0
1499,Missouri,Barry,0.6375,0.3343,0.0156,0.0125,7885,4135,193,98,41,12,0,4,0,0,0,0,0,0,0,0,0
1500,Missouri,Barton,0.7149,0.2654,0.014,0.0058,3836,1424,75,17,7,2,0,5,0,0,0,0,0,0,0,0,0
1501,Missouri,Bates,0.5448,0.4345,0.0108,0.0099,4245,3386,84,28,34,13,0,2,0,0,0,0,0,0,0,0,0
1502,Missouri,Benton,0.5599,0.4181,0.0129,0.0092,4218,3150,97,35,24,6,0,4,0,0,0,0,0,0,0,0,0
1503,Missouri,Bollinger,0.6587,0.3196,0.0077,0.014,3487,1692,41,32,38,4,0,0,0,0,0,0,0,0,0,0,0
1504,Missouri,Boone,0.4769,0.4833,0.0318,0.008,28426,28811,1894,174,252,26,0,26,0,0,0,0,0,0,0,0,0
1505,Missouri,Buchanan,0.4726,0.4916,0.0223,0.0134,16423,17085,776,271,151,25,0,20,0,0,0,0,0,0,0,0,0
1506,Missouri,Butler,0.6328,0.347,0.0103,0.0098,9111,4996,149,71,58,7,0,5,0,0,0,0,0,0,0,0,0
1507,Missouri,Caldwell,0.5766,0.3865,0.0197,0.0171,2220,1488,76,34,19,7,0,6,0,0,0,0,0,0,0,0,0
1508,Missouri,Callaway,0.5381,0.4382,0.0144,0.0093,8238,6708,220,70,51,15,0,6,0,0,0,0,0,0,0,0,0
1509,Missouri,Camden,0.6058,0.3698,0.0151,0.0094,10358,6323,258,90,48,15,0,7,0,0,0,0,0,0,0,0,0
1510,Missouri,Cape Girardeau,0.6642,0.3126,0.0126,0.0106,19832,9334,376,149,147,13,0,8,0,0,0,0,0,0,0,0,0
1511,Missouri,Carroll,0.6287,0.3536,0.0118,0.0059,2880,1620,54,15,9,1,0,2,0,0,0,0,0,0,0,0,0
1512,Missouri,Carter,0.6161,0.3551,0.0142,0.0146,1730,997,40,25,13,2,0,1,0,0,0,0,0,0,0,0,0
1513,Missouri,Cass,0.5607,0.416,0.0142,0.009,20113,14921,511,148,149,18,0,9,0,0,0,0,0,0,0,0,0
1514,Missouri,Cedar,0.6233,0.3495,0.0143,0.0129,3530,1979,81,44,21,4,0,4,0,0,0,0,0,0,0,0,0
1515,Missouri,Chariton,0.5537,0.4314,0.0072,0.0077,2300,1792,30,24,5,2,0,1,0,0,0,0,0,0,0,0,0
1516,Missouri,Christian,0.6382,0.3399,0.012,0.0099,14824,7896,279,146,44,26,0,13,0,0,0,0,0,0,0,0,0
1517,Missouri,Clark,0.4995,0.4766,0.0139,0.01,1899,1812,53,19,13,4,0,2,0,0,0,0,0,0,0,0,0
1518,Missouri,Clay,0.4875,0.4875,0.0178,0.0072,39083,39084,1427,249,263,26,0,41,0,0,0,0,0,0,0,0,0
1519,Missouri,Clinton,0.5067,0.4682,0.0145,0.0105,4323,3994,124,41,34,10,0,5,0,0,0,0,0,0,0,0,0
1520,Missouri,Cole,0.6153,0.3678,0.0113,0.0056,20167,12056,370,99,61,13,0,9,0,0,0,0,0,0,0,0,0
1521,Missouri,Cooper,0.5997,0.3781,0.0115,0.0108,4072,2567,78,44,20,8,0,1,0,0,0,0,0,0,0,0,0
1522,Missouri,Crawford,0.5726,0.4035,0.012,0.0118,4754,3350,100,56,31,4,0,7,0,0,0,0,0,0,0,0,0
1523,Missouri,Dade,0.6578,0.318,0.0112,0.0131,2468,1193,42,31,11,7,0,0,0,0,0,0,0,0,0,0,0
1524,Missouri,Dallas,0.5986,0.3716,0.0122,0.0175,3723,2311,76,76,21,7,0,5,0,0,0,0,0,0,0,0,0
1525,Missouri,Daviess,0.5756,0.3912,0.0166,0.0166,2011,1367,58,34,14,9,0,1,0,0,0,0,0,0,0,0,0
1526,Missouri,DeKalb,0.5836,0.3858,0.0156,0.0151,2363,1562,63,40,18,2,0,1,0,0,0,0,0,0,0,0,0
1527,Missouri,Dent,0.6673,0.3071,0.011,0.0145,3996,1839,66,47,17,18,0,5,0,0,0,0,0,0,0,0,0
1528,Missouri,Douglas,0.6815,0.2927,0.0102,0.0155,3599,1546,54,50,12,18,0,2,0,0,0,0,0,0,0,0,0
1529,Missouri,Dunklin,0.5155,0.47,0.0074,0.007,5426,4947,78,42,17,15,0,0,0,0,0,0,0,0,0,0,0
1530,Missouri,Franklin,0.5578,0.4126,0.0171,0.0125,21863,16172,670,267,154,52,0,16,0,0,0,0,0,0,0,0,0
1531,Missouri,Gasconade,0.6321,0.3405,0.0166,0.0109,4190,2257,110,43,16,9,0,4,0,0,0,0,0,0,0,0,0
1532,Missouri,Gentry,0.5704,0.4093,0.0126,0.0077,1771,1271,39,14,6,2,0,2,0,0,0,0,0,0,0,0,0
1533,Missouri,Greene,0.575,0.3992,0.0171,0.0087,59178,41091,1760,482,277,93,0,45,0,0,0,0,0,0,0,0,0
1534,Missouri,Grundy,0.6321,0.332,0.0217,0.0142,2976,1563,102,26,19,19,0,3,0,0,0,0,0,0,0,0,0
1535,Missouri,Harrison,0.6394,0.3327,0.0155,0.0123,2552,1328,62,24,17,4,0,4,0,0,0,0,0,0,0,0,0
1536,Missouri,Henry,0.5236,0.456,0.0128,0.0076,5120,4459,125,36,26,4,0,8,0,0,0,0,0,0,0,0,0
1537,Missouri,Hickory,0.5125,0.4627,0.0127,0.012,2172,1961,54,33,13,4,0,1,0,0,0,0,0,0,0,0,0
1538,Missouri,Holt,0.6529,0.3272,0.0086,0.0113,1738,871,23,22,6,0,0,2,0,0,0,0,0,0,0,0,0
1539,Missouri,Howard,0.535,0.4309,0.0184,0.0157,2414,1944,83,44,20,5,0,2,0,0,0,0,0,0,0,0,0
1540,Missouri,Howell,0.6407,0.3297,0.014,0.0156,9018,4641,197,134,56,21,0,8,0,0,0,0,0,0,0,0,0
1541,Missouri,Iron,0.5068,0.4631,0.0145,0.0156,2237,2044,64,39,20,8,0,2,0,0,0,0,0,0,0,0,0
1542,Missouri,Jackson,0.3838,0.5896,0.0185,0.008,104418,160419,5041,821,997,150,0,216,0,0,0,0,0,0,0,0,0
1543,Missouri,Jasper,0.6643,0.3131,0.0153,0.0072,24899,11737,574,115,111,31,0,14,0,0,0,0,0,0,0,0,0
1544,Missouri,Jefferson,0.4762,0.5002,0.0153,0.0083,36766,38616,1182,305,223,90,0,22,0,0,0,0,0,0,0,0,0
1545,Missouri,Johnson,0.5563,0.4126,0.0191,0.012,9339,6926,321,70,91,31,0,9,0,0,0,0,0,0,0,0,0
1546,Missouri,Knox,0.5966,0.383,0.0117,0.0088,1226,787,24,8,7,2,0,1,0,0,0,0,0,0,0,0,0
1547,Missouri,Laclede,0.6558,0.3206,0.0109,0.0126,8556,4183,142,106,25,28,0,6,0,0,0,0,0,0,0,0,0
1548,Missouri,Lafayette,0.5406,0.4368,0.0141,0.0085,7849,6343,205,69,39,9,0,6,0,0,0,0,0,0,0,0,0
1549,Missouri,Lawrence,0.6436,0.3282,0.0137,0.0144,8305,4235,177,118,37,22,0,9,0,0,0,0,0,0,0,0,0
1550,Missouri,Lewis,0.5326,0.4512,0.0076,0.0087,2388,2023,34,25,7,2,0,5,0,0,0,0,0,0,0,0,0
1551,Missouri,Lincoln,0.5372,0.4374,0.0141,0.0112,8549,6961,224,89,66,18,0,6,0,0,0,0,0,0,0,0,0
1552,Missouri,Linn,0.5401,0.4403,0.011,0.0087,3246,2646,66,29,14,5,0,4,0,0,0,0,0,0,0,0,0
1553,Missouri,Livingston,0.591,0.3864,0.0156,0.007,3709,2425,98,22,14,5,0,3,0,0,0,0,0,0,0,0,0
1554,Missouri,McDonald,0.6831,0.2858,0.0164,0.0147,4460,1866,107,53,24,14,0,5,0,0,0,0,0,0,0,0,0
1555,Missouri,Macon,0.5898,0.3926,0.0105,0.0071,4232,2817,75,33,13,3,0,2,0,0,0,0,0,0,0,0,0
1556,Missouri,Madison,0.5625,0.418,0.0096,0.0098,2460,1828,42,27,9,6,0,1,0,0,0,0,0,0,0,0,0
1557,Missouri,Maries,0.575,0.4032,0.0083,0.0135,2216,1554,32,27,16,8,0,1,0,0,0,0,0,0,0,0,0
1558,Missouri,Marion,0.5593,0.4263,0.0074,0.007,6550,4993,87,42,22,10,0,8,0,0,0,0,0,0,0,0,0
1559,Missouri,Mercer,0.6786,0.3013,0.0109,0.0092,1250,555,20,10,7,0,0,0,0,0,0,0,0,0,0,0,0
1560,Missouri,Miller,0.6354,0.3438,0.0142,0.0065,5945,3217,133,35,17,6,0,3,0,0,0,0,0,0,0,0,0
1561,Missouri,Mississippi,0.4593,0.5285,0.0056,0.0067,2395,2756,29,25,8,0,0,2,0,0,0,0,0,0,0,0,0
1562,Missouri,Moniteau,0.6206,0.3588,0.0099,0.0107,3764,2176,60,43,17,4,0,1,0,0,0,0,0,0,0,0,0
1563,Missouri,Monroe,0.5313,0.4543,0.0049,0.0095,2175,1860,20,24,10,2,0,3,0,0,0,0,0,0,0,0,0
1564,Missouri,Montgomery,0.5857,0.3945,0.0132,0.0066,3106,2092,70,22,9,3,0,1,0,0,0,0,0,0,0,0,0
1565,Missouri,Morgan,0.5659,0.4105,0.011,0.0126,4460,3235,87,57,23,17,0,2,0,0,0,0,0,0,0,0,0
1566,Missouri,New Madrid,0.4701,0.5145,0.0062,0.0092,3416,3738,45,45,16,6,0,0,0,0,0,0,0,0,0,0,0
1567,Missouri,Newton,0.6725,0.3046,0.0154,0.0074,14232,6447,326,86,43,22,0,6,0,0,0,0,0,0,0,0,0
1568,Missouri,Nodaway,0.5703,0.3926,0.0238,0.0133,5161,3553,215,62,45,6,0,7,0,0,0,0,0,0,0,0,0
1569,Missouri,Oregon,0.5956,0.3704,0.0142,0.0198,2521,1568,60,51,22,10,0,1,0,0,0,0,0,0,0,0,0
1570,Missouri,Osage,0.6724,0.3137,0.0081,0.0058,4154,1938,50,22,9,3,0,2,0,0,0,0,0,0,0,0,0
1571,Missouri,Ozark,0.6205,0.3336,0.0275,0.0184,2663,1432,118,55,14,10,0,0,0,0,0,0,0,0,0,0,0
1572,Missouri,Pemiscot,0.4538,0.5355,0.0061,0.0046,2750,3245,37,16,4,6,0,2,0,0,0,0,0,0,0,0,0
1573,Missouri,Perry,0.6761,0.302,0.0101,0.0117,4667,2085,70,48,23,7,0,3,0,0,0,0,0,0,0,0,0
1574,Missouri,Pettis,0.6051,0.3716,0.0142,0.0091,9533,5855,223,62,70,7,0,5,0,0,0,0,0,0,0,0,0
1575,Missouri,Phelps,0.5849,0.3878,0.0157,0.0116,9444,6262,253,78,76,15,0,18,0,0,0,0,0,0,0,0,0
1576,Missouri,Pike,0.4963,0.4839,0.0107,0.0091,3648,3557,79,35,20,10,0,2,0,0,0,0,0,0,0,0,0
1577,Missouri,Platte,0.5223,0.45,0.019,0.0087,17785,15325,648,117,131,19,0,29,0,0,0,0,0,0,0,0,0
1578,Missouri,Polk,0.6246,0.3503,0.0116,0.0135,6430,3606,119,85,24,22,0,8,0,0,0,0,0,0,0,0,0
1579,Missouri,Pulaski,0.6202,0.3608,0.0114,0.0076,6531,3800,120,44,23,11,0,2,0,0,0,0,0,0,0,0,0
1580,Missouri,Putnam,0.6825,0.3033,0.0081,0.006,1593,708,19,13,1,0,0,0,0,0,0,0,0,0,0,0,0
1581,Missouri,Ralls,0.5385,0.4476,0.0079,0.0059,2446,2033,36,11,15,1,0,0,0,0,0,0,0,0,0,0,0
1582,Missouri,Randolph,0.5273,0.4481,0.0124,0.0122,4844,4116,114,63,26,17,0,6,0,0,0,0,0,0,0,0,0
1583,Missouri,Ray,0.4634,0.5099,0.0149,0.0118,4517,4970,145,51,46,13,0,5,0,0,0,0,0,0,0,0,0
1584,Missouri,Reynolds,0.5628,0.4146,0.0134,0.0093,1762,1298,42,17,5,6,0,1,0,0,0,0,0,0,0,0,0
1585,Missouri,Ripley,0.6162,0.3593,0.0115,0.013,3121,1820,58,30,27,5,0,4,0,0,0,0,0,0,0,0,0
1586,Missouri,St. Charles,0.5604,0.4181,0.0148,0.0067,72114,53806,1900,330,397,95,0,44,0,0,0,0,0,0,0,0,0
1587,Missouri,St. Clair,0.5763,0.3938,0.0169,0.0131,2731,1866,80,40,15,7,0,0,0,0,0,0,0,0,0,0,0
1588,Missouri,St. Francois,0.495,0.4817,0.0141,0.0092,9327,9075,265,101,46,21,0,6,0,0,0,0,0,0,0,0,0
1589,Missouri,Ste. Genevieve,0.4794,0.4924,0.0174,0.0108,3505,3600,127,40,20,11,0,8,0,0,0,0,0,0,0,0,0
1590,Missouri,St. Louis,0.4615,0.5148,0.0174,0.0063,224689,250631,8474,1160,1430,329,0,171,0,0,0,0,0,0,0,0,0
1591,Missouri,Saline,0.4887,0.4901,0.014,0.0072,4572,4585,131,33,27,1,0,6,0,0,0,0,0,0,0,0,0
1592,Missouri,Schuyler,0.5778,0.4028,0.008,0.0115,1159,808,16,10,8,1,0,4,0,0,0,0,0,0,0,0,0
1593,Missouri,Scotland,0.6127,0.3626,0.017,0.0078,1335,790,37,5,6,3,0,3,0,0,0,0,0,0,0,0,0
1594,Missouri,Scott,0.573,0.4109,0.0072,0.0089,8999,6452,113,97,28,11,0,4,0,0,0,0,0,0,0,0,0
1595,Missouri,Shannon,0.5938,0.3782,0.0127,0.0153,2245,1430,48,39,6,7,0,6,0,0,0,0,0,0,0,0,0
1596,Missouri,Shelby,0.5944,0.3875,0.0114,0.0068,1936,1262,37,14,5,3,0,0,0,0,0,0,0,0,0,0,0
1597,Missouri,Stoddard,0.6204,0.3594,0.0092,0.011,7727,4476,114,86,33,12,0,6,0,0,0,0,0,0,0,0,0
1598,Missouri,Stone,0.6413,0.3337,0.0147,0.0102,7793,4055,179,81,27,7,0,9,0,0,0,0,0,0,0,0,0
1599,Missouri,Sullivan,0.6126,0.3678,0.0088,0.0108,1877,1127,27,23,6,4,0,0,0,0,0,0,0,0,0,0,0
1600,Missouri,Taney,0.6384,0.337,0.0135,0.0112,9647,5092,204,109,36,18,0,6,0,0,0,0,0,0,0,0,0
1601,Missouri,Texas,0.6178,0.351,0.0138,0.0174,6136,3486,137,132,34,4,0,3,0,0,0,0,0,0,0,0,0
1602,Missouri,Vernon,0.5929,0.3754,0.0186,0.0132,4985,3156,156,52,38,15,0,6,0,0,0,0,0,0,0,0,0
1603,Missouri,Warren,0.5567,0.4212,0.014,0.0081,5979,4524,150,46,30,8,0,3,0,0,0,0,0,0,0,0,0
1604,Missouri,Washington,0.4864,0.4897,0.0115,0.0125,4020,4047,95,69,17,13,0,4,0,0,0,0,0,0,0,0,0
1605,Missouri,Wayne,0.5722,0.4082,0.0094,0.0103,3346,2387,55,39,12,6,0,3,0,0,0,0,0,0,0,0,0
1606,Missouri,Webster,0.6187,0.3513,0.0136,0.0164,7350,4174,161,146,27,18,0,4,0,0,0,0,0,0,0,0,0
1607,Missouri,Worth,0.5622,0.405,0.013,0.0199,651,469,15,8,13,1,0,1,0,0,0,0,0,0,0,0,0
1608,Missouri,Wright,0.6875,0.287,0.011,0.0145,5391,2250,86,72,24,11,0,7,0,0,0,0,0,0,0,0,0
1609,Missouri,St. Louis City,0.1988,0.774,0.0208,0.0064,24799,96557,2592,314,331,103,0,56,0,0,0,0,0,0,0,0,0
1610,Montana,Beaverhead,0.7419,0.1904,0.052,0.0157,3113,799,218,36,15,10,0,5,0,0,0,0,0,0,0,0,0
1611,Montana,Big Horn,0.3968,0.5636,0.0243,0.0154,1651,2345,101,46,4,4,0,10,0,0,0,0,0,0,0,0,0
1612,Montana,Blaine,0.5111,0.4516,0.021,0.0163,1410,1246,58,26,6,4,0,9,0,0,0,0,0,0,0,0,0
1613,Montana,Broadwater,0.7175,0.2228,0.0304,0.0294,1488,462,63,49,8,1,0,3,0,0,0,0,0,0,0,0,0
1614,Montana,Carbon,0.6281,0.2994,0.0495,0.023,3008,1434,237,70,21,6,0,13,0,0,0,0,0,0,0,0,0
1615,Montana,Carter,0.8884,0.0822,0.0155,0.014,573,53,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0
1616,Montana,Cascade,0.5452,0.3943,0.0361,0.0244,18164,13137,1202,485,144,142,0,43,0,0,0,0,0,0,0,0,0
1617,Montana,Chouteau,0.7068,0.2378,0.0298,0.0256,2039,686,86,48,10,10,0,6,0,0,0,0,0,0,0,0,0
1618,Montana,Custer,0.6434,0.306,0.0314,0.0192,3156,1501,154,72,7,9,0,6,0,0,0,0,0,0,0,0,0
1619,Montana,Daniels,0.6757,0.273,0.0351,0.0162,750,303,39,9,4,1,0,4,0,0,0,0,0,0,0,0,0
1620,Montana,Dawson,0.6376,0.3194,0.0269,0.0162,2723,1364,115,40,14,10,0,5,0,0,0,0,0,0,0,0,0
1621,Montana,Deer Lodge,0.3293,0.5893,0.0512,0.0302,1493,2672,232,115,11,3,0,8,0,0,0,0,0,0,0,0,0
1622,Montana,Fallon,0.775,0.187,0.0226,0.0153,1061,256,31,12,2,3,0,4,0,0,0,0,0,0,0,0,0
1623,Montana,Fergus,0.7262,0.2256,0.0275,0.0207,4353,1352,165,82,20,16,0,6,0,0,0,0,0,0,0,0,0
1624,Montana,Flathead,0.6655,0.2461,0.0602,0.0282,22519,8329,2037,418,209,258,0,69,0,0,0,0,0,0,0,0,0
1625,Montana,Gallatin,0.5878,0.3124,0.0794,0.0204,18833,10009,2545,336,162,89,0,66,0,0,0,0,0,0,0,0,0
1626,Montana,Garfield,0.875,0.082,0.0161,0.0269,651,61,12,17,1,1,0,1,0,0,0,0,0,0,0,0,0
1627,Montana,Glacier,0.4144,0.5361,0.0337,0.0158,1709,2211,139,31,13,7,0,14,0,0,0,0,0,0,0,0,0
1628,Montana,Golden Valley,0.7627,0.1657,0.032,0.0395,405,88,17,15,4,1,0,1,0,0,0,0,0,0,0,0,0
1629,Montana,Granite,0.7428,0.1855,0.0472,0.0245,1181,295,75,18,14,4,0,3,0,0,0,0,0,0,0,0,0
1630,Montana,Hill,0.5172,0.4209,0.0424,0.0195,3392,2760,278,71,36,8,0,13,0,0,0,0,0,0,0,0,0
1631,Montana,Jefferson,0.6407,0.293,0.0366,0.0296,3308,1513,189,99,30,13,0,11,0,0,0,0,0,0,0,0,0
1632,Montana,Judith Basin,0.7582,0.1994,0.0222,0.0201,1057,278,31,16,7,5,0,0,0,0,0,0,0,0,0,0,0
1633,Montana,Lake,0.5626,0.3393,0.0666,0.0315,6441,3884,762,211,52,80,0,18,0,0,0,0,0,0,0,0,0
1634,Montana,Lewis & Clark,0.5534,0.3661,0.0603,0.0202,15091,9982,1645,367,94,45,0,45,0,0,0,0,0,0,0,0,0
1635,Montana,Liberty,0.7203,0.2328,0.023,0.0239,752,243,24,20,4,1,0,0,0,0,0,0,0,0,0,0,0
1636,Montana,Lincoln,0.7109,0.2076,0.0512,0.0302,5578,1629,402,134,49,32,0,22,0,0,0,0,0,0,0,0,0
1637,Montana,McCone,0.7242,0.2338,0.0298,0.0123,827,267,34,11,3,0,0,0,0,0,0,0,0,0,0,0,0
1638,Montana,Madison,0.7265,0.2073,0.044,0.0222,2656,758,161,63,12,2,0,4,0,0,0,0,0,0,0,0,0
1639,Montana,Meagher,0.7465,0.1882,0.0289,0.0364,698,176,27,25,5,2,0,2,0,0,0,0,0,0,0,0,0
1640,Montana,Mineral,0.6577,0.2331,0.0775,0.0317,1078,382,127,35,9,5,0,3,0,0,0,0,0,0,0,0,0
1641,Montana,Missoula,0.4611,0.3702,0.1503,0.0185,21474,17241,6999,456,243,100,0,63,0,0,0,0,0,0,0,0,0
1642,Montana,Musselshell,0.7168,0.232,0.024,0.0272,1582,512,53,35,11,8,0,6,0,0,0,0,0,0,0,0,0
1643,Montana,Park,0.6107,0.2908,0.0672,0.0312,4523,2154,498,159,32,29,0,11,0,0,0,0,0,0,0,0,0
1644,Montana,Petroleum,0.8301,0.1176,0.0196,0.0327,254,36,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0
1645,Montana,Phillips,0.7751,0.1899,0.0197,0.0153,1727,423,44,20,7,3,0,4,0,0,0,0,0,0,0,0,0
1646,Montana,Pondera,0.6727,0.2735,0.0331,0.0207,1948,792,96,45,9,4,0,2,0,0,0,0,0,0,0,0,0
1647,Montana,Powder River,0.8532,0.1141,0.0208,0.0119,860,115,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Montana,Powell,0.696,0.2253,0.0456,0.0332,1971,638,129,59,14,10,0,11,0,0,0,0,0,0,0,0,0
1649,Montana,Prairie,0.7252,0.2198,0.0322,0.0228,541,164,24,12,4,1,0,0,0,0,0,0,0,0,0,0,0
1650,Montana,Ravalli,0.6521,0.2582,0.0654,0.0242,11241,4451,1128,262,71,60,0,25,0,0,0,0,0,0,0,0,0
1651,Montana,Richland,0.7087,0.2524,0.0196,0.0193,2858,1018,79,54,11,5,0,8,0,0,0,0,0,0,0,0,0
1652,Montana,Roosevelt,0.4209,0.54,0.0249,0.0142,1605,2059,95,44,5,4,0,1,0,0,0,0,0,0,0,0,0
1653,Montana,Rosebud,0.5335,0.4072,0.038,0.0213,1826,1394,130,46,16,6,0,5,0,0,0,0,0,0,0,0,0
1654,Montana,Sanders,0.666,0.2468,0.0646,0.0227,3144,1165,305,63,27,12,0,5,0,0,0,0,0,0,0,0,0
1655,Montana,Sheridan,0.5985,0.3573,0.0316,0.0127,1176,702,62,17,5,1,0,2,0,0,0,0,0,0,0,0,0
1656,Montana,Silver Bow,0.3771,0.5368,0.0524,0.0336,6299,8967,876,443,54,34,0,30,0,0,0,0,0,0,0,0,0
1657,Montana,Stillwater,0.7057,0.2361,0.036,0.0222,2765,925,141,58,19,4,0,6,0,0,0,0,0,0,0,0,0
1658,Montana,Sweet Grass,0.7855,0.1652,0.032,0.0173,1450,305,59,22,6,4,0,0,0,0,0,0,0,0,0,0,0
1659,Montana,Teton,0.6922,0.2556,0.0308,0.0214,2294,847,102,44,13,4,0,10,0,0,0,0,0,0,0,0,0
1660,Montana,Toole,0.6892,0.2649,0.0324,0.0135,1639,630,77,24,8,0,0,0,0,0,0,0,0,0,0,0,0
1661,Montana,Treasure,0.7182,0.2213,0.0251,0.0355,344,106,12,9,5,2,0,1,0,0,0,0,0,0,0,0,0
1662,Montana,Valley,0.6308,0.3212,0.026,0.022,2500,1273,103,67,10,7,0,3,0,0,0,0,0,0,0,0,0
1663,Montana,Wheatland,0.7087,0.2432,0.021,0.027,708,243,21,19,1,6,0,1,0,0,0,0,0,0,0,0,0
1664,Montana,Wibaux,0.7124,0.2336,0.0309,0.0232,369,121,16,7,2,3,0,0,0,0,0,0,0,0,0,0,0
1665,Montana,Yellowstone,0.59,0.3543,0.0373,0.0185,33922,20370,2145,728,171,76,0,87,0,0,0,0,0,0,0,0,0
1666,Nebraska,Adams,0.6562,0.2963,0.0379,0.0095,8162,3686,472,64,31,15,0,8,0,0,0,0,0,0,0,0,0
1667,Nebraska,Antelope,0.7607,0.2013,0.0249,0.0131,2562,678,84,31,7,1,0,5,0,0,0,0,0,0,0,0,0
1668,Nebraska,Arthur,0.864,0.0956,0.0221,0.0184,235,26,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1669,Nebraska,Banner,0.8442,0.1407,0.0043,0.0108,390,65,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1670,Nebraska,Blaine,0.8567,0.1232,0.0143,0.0057,299,43,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,Nebraska,Boone,0.7673,0.2009,0.0227,0.0091,2196,575,65,22,4,0,0,0,0,0,0,0,0,0,0,0,0
1672,Nebraska,Box Butte,0.6304,0.3172,0.0399,0.0126,3208,1614,203,40,12,7,0,5,0,0,0,0,0,0,0,0,0
1673,Nebraska,Boyd,0.7496,0.2134,0.0201,0.0169,931,265,25,10,3,3,0,5,0,0,0,0,0,0,0,0,0
1674,Nebraska,Brown,0.8165,0.1485,0.0214,0.0137,1375,250,36,14,4,1,0,4,0,0,0,0,0,0,0,0,0
1675,Nebraska,Buffalo,0.7248,0.2386,0.0293,0.0073,11931,3927,483,65,42,1,0,12,0,0,0,0,0,0,0,0,0
1676,Nebraska,Burt,0.6061,0.3606,0.0215,0.0118,2056,1223,73,22,12,5,0,1,0,0,0,0,0,0,0,0,0
1677,Nebraska,Butler,0.6891,0.2685,0.0282,0.0141,2638,1028,108,34,11,5,0,4,0,0,0,0,0,0,0,0,0
1678,Nebraska,Cass,0.5977,0.3556,0.0359,0.0108,6144,3656,369,55,41,6,0,9,0,0,0,0,0,0,0,0,0
1679,Nebraska,Cedar,0.7002,0.2488,0.0328,0.0183,2989,1062,140,62,10,5,0,1,0,0,0,0,0,0,0,0,0
1680,Nebraska,Chase,0.8027,0.1632,0.0203,0.0139,1505,306,38,15,8,2,0,1,0,0,0,0,0,0,0,0,0
1681,Nebraska,Cherry,0.8156,0.1567,0.0176,0.0102,2322,446,50,20,4,4,0,1,0,0,0,0,0,0,0,0,0
1682,Nebraska,Cheyenne,0.7661,0.2016,0.0182,0.0141,3207,844,76,36,16,4,0,3,0,0,0,0,0,0,0,0,0
